episode,training_reward
248,1.0
249,1.0
250,0.0
251,0.0
252,0.0
253,0.0
254,1.0
255,3.0
256,1.0
257,0.0
258,0.0
259,1.0
260,1.0
261,0.0
262,0.0
263,1.0
264,1.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,1.0
272,0.0
273,1.0
274,1.0
275,2.0
276,0.0
277,0.0
278,0.0
279,1.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,2.0
286,0.0
287,1.0
288,1.0
289,1.0
290,0.0
291,1.0
292,0.0
293,0.0
294,0.0
295,0.0
296,4.0
297,0.0
298,0.0
299,1.0
300,1.0
301,1.0
302,0.0
303,0.0
304,1.0
305,0.0
306,0.0
307,1.0
308,1.0
309,0.0
310,1.0
311,1.0
312,0.0
313,1.0
314,0.0
315,0.0
316,0.0
317,1.0
318,2.0
319,1.0
320,0.0
321,1.0
322,0.0
323,0.0
324,2.0
325,0.0
326,1.0
327,1.0
328,0.0
329,0.0
330,0.0
331,3.0
332,0.0
333,0.0
334,0.0
335,1.0
336,1.0
337,0.0
338,0.0
339,0.0
340,0.0
341,1.0
342,0.0
343,0.0
344,0.0
345,0.0
346,1.0
347,0.0
348,1.0
349,0.0
350,1.0
351,2.0
352,0.0
353,1.0
354,1.0
355,0.0
356,0.0
357,1.0
358,0.0
359,0.0
360,1.0
361,1.0
362,1.0
363,0.0
364,1.0
365,0.0
366,0.0
367,1.0
368,0.0
369,1.0
370,1.0
371,1.0
372,0.0
373,0.0
374,1.0
375,1.0
376,0.0
377,0.0
378,1.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,1.0
387,1.0
388,0.0
389,1.0
390,0.0
391,0.0
392,1.0
393,0.0
394,0.0
395,1.0
396,1.0
397,1.0
398,0.0
399,0.0
400,1.0
401,0.0
402,0.0
403,1.0
404,0.0
405,1.0
406,0.0
407,0.0
408,5.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,2.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,1.0
428,2.0
429,1.0
430,1.0
431,0.0
432,1.0
433,2.0
434,0.0
435,2.0
436,0.0
437,1.0
438,0.0
439,0.0
440,0.0
441,2.0
442,2.0
443,0.0
444,0.0
445,1.0
446,0.0
447,2.0
448,1.0
449,2.0
450,2.0
451,0.0
452,2.0
453,0.0
454,1.0
455,2.0
456,0.0
457,0.0
458,2.0
459,2.0
460,1.0
461,0.0
462,0.0
463,2.0
464,1.0
465,3.0
466,2.0
467,0.0
468,0.0
469,2.0
470,0.0
471,0.0
472,1.0
473,1.0
474,0.0
475,0.0
476,1.0
477,1.0
478,0.0
479,3.0
480,0.0
481,1.0
482,0.0
483,0.0
484,0.0
485,1.0
486,0.0
487,0.0
488,1.0
489,0.0
490,0.0
491,0.0
492,0.0
493,1.0
494,0.0
495,1.0
496,0.0
497,0.0
498,0.0
499,2.0
500,1.0
501,1.0
502,0.0
503,2.0
504,0.0
505,0.0
506,0.0
507,0.0
508,1.0
509,0.0
510,0.0
511,0.0
512,1.0
513,1.0
514,1.0
515,0.0
516,1.0
517,0.0
518,0.0
519,0.0
520,0.0
521,1.0
522,2.0
523,3.0
524,0.0
525,1.0
526,0.0
527,2.0
528,0.0
529,1.0
530,2.0
531,1.0
532,2.0
533,0.0
534,0.0
535,0.0
536,1.0
537,0.0
538,2.0
539,1.0
540,1.0
541,1.0
542,0.0
543,0.0
544,1.0
545,1.0
546,2.0
547,0.0
548,0.0
549,0.0
550,0.0
551,1.0
552,1.0
553,1.0
554,0.0
555,0.0
556,0.0
557,2.0
558,1.0
559,1.0
560,0.0
561,2.0
562,0.0
563,0.0
564,1.0
565,1.0
566,0.0
567,0.0
568,1.0
569,0.0
570,0.0
571,0.0
572,1.0
573,0.0
574,1.0
575,0.0
576,0.0
577,1.0
578,0.0
579,2.0
580,0.0
581,1.0
582,0.0
583,1.0
584,0.0
585,1.0
586,3.0
587,1.0
588,2.0
589,0.0
590,0.0
591,1.0
592,2.0
593,0.0
594,2.0
595,0.0
596,2.0
597,0.0
598,0.0
599,1.0
600,1.0
601,1.0
602,0.0
603,1.0
604,0.0
605,0.0
606,0.0
607,1.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,1.0
617,1.0
618,3.0
619,0.0
620,0.0
621,1.0
622,0.0
623,0.0
624,1.0
625,1.0
626,1.0
627,0.0
628,1.0
629,1.0
630,1.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,1.0
638,0.0
639,0.0
640,0.0
641,1.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,1.0
648,1.0
649,1.0
650,1.0
651,0.0
652,0.0
653,0.0
654,1.0
655,1.0
656,1.0
657,2.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,1.0
664,1.0
665,0.0
666,2.0
667,0.0
668,0.0
669,1.0
670,0.0
671,0.0
672,0.0
673,1.0
674,2.0
675,0.0
676,1.0
677,2.0
678,1.0
679,0.0
680,1.0
681,0.0
682,0.0
683,0.0
684,0.0
685,3.0
686,0.0
687,0.0
688,0.0
689,1.0
690,0.0
691,0.0
692,1.0
693,1.0
694,1.0
695,0.0
696,0.0
697,0.0
698,1.0
699,0.0
700,0.0
701,0.0
702,0.0
703,2.0
704,0.0
705,0.0
706,0.0
707,2.0
708,2.0
709,2.0
710,0.0
711,1.0
712,0.0
713,1.0
714,0.0
715,2.0
716,0.0
717,0.0
718,2.0
719,1.0
720,0.0
721,0.0
722,1.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,2.0
729,0.0
730,0.0
731,0.0
732,0.0
733,1.0
734,1.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,1.0
745,0.0
746,0.0
747,1.0
748,0.0
749,1.0
750,1.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,1.0
757,2.0
758,0.0
759,0.0
760,0.0
761,1.0
762,0.0
763,1.0
764,1.0
765,1.0
766,1.0
767,0.0
768,2.0
769,0.0
770,0.0
771,1.0
772,0.0
773,1.0
774,0.0
775,1.0
776,0.0
777,1.0
778,0.0
779,0.0
780,3.0
781,0.0
782,2.0
783,2.0
784,0.0
785,1.0
786,0.0
787,0.0
788,0.0
789,1.0
790,1.0
791,2.0
792,1.0
793,0.0
794,1.0
795,0.0
796,0.0
797,0.0
798,2.0
799,1.0
800,1.0
801,0.0
802,0.0
803,0.0
804,0.0
805,1.0
806,0.0
807,1.0
808,1.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,1.0
817,1.0
818,2.0
819,0.0
820,1.0
821,0.0
822,1.0
823,1.0
824,2.0
825,0.0
826,0.0
827,2.0
828,1.0
829,1.0
830,1.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,1.0
837,0.0
838,0.0
839,0.0
840,1.0
841,1.0
842,3.0
843,1.0
844,0.0
845,1.0
846,0.0
847,2.0
848,1.0
849,0.0
850,2.0
851,3.0
852,1.0
853,3.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,1.0
861,0.0
862,0.0
863,1.0
864,0.0
865,0.0
866,2.0
867,0.0
868,1.0
869,0.0
870,1.0
871,2.0
872,0.0
873,1.0
874,2.0
875,0.0
876,0.0
877,1.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,1.0
884,1.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,1.0
895,1.0
896,0.0
897,1.0
898,0.0
899,0.0
900,0.0
901,1.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,1.0
908,1.0
909,0.0
910,0.0
911,1.0
912,1.0
913,0.0
914,2.0
915,1.0
916,2.0
917,0.0
918,0.0
919,0.0
920,0.0
921,1.0
922,1.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,1.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,1.0
936,2.0
937,0.0
938,2.0
939,0.0
940,0.0
941,1.0
942,0.0
943,1.0
944,1.0
945,0.0
946,1.0
947,1.0
948,3.0
949,0.0
950,1.0
951,0.0
952,0.0
953,0.0
954,1.0
955,0.0
956,1.0
957,0.0
958,0.0
959,0.0
960,0.0
961,1.0
962,0.0
963,1.0
964,0.0
965,0.0
966,0.0
967,1.0
968,1.0
969,0.0
970,0.0
971,0.0
972,0.0
973,3.0
974,0.0
975,1.0
976,0.0
977,0.0
978,1.0
979,0.0
980,0.0
981,0.0
982,1.0
983,0.0
984,2.0
985,1.0
986,0.0
987,0.0
988,0.0
989,0.0
990,1.0
991,0.0
992,1.0
993,0.0
994,0.0
995,2.0
996,2.0
997,0.0
998,0.0
999,1.0
1000,1.0
1001,1.0
1002,0.0
1003,1.0
1004,1.0
1005,1.0
1006,0.0
1007,0.0
1008,0.0
1009,1.0
1010,0.0
1011,0.0
1012,1.0
1013,0.0
1014,1.0
1015,1.0
1016,0.0
1017,3.0
1018,0.0
1019,1.0
1020,1.0
1021,0.0
1022,0.0
1023,0.0
1024,1.0
1025,1.0
1026,0.0
1027,1.0
1028,0.0
1029,0.0
1030,1.0
1031,1.0
1032,1.0
1033,0.0
1034,1.0
1035,2.0
1036,1.0
1037,2.0
1038,0.0
1039,1.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,1.0
1045,0.0
1046,1.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,1.0
1052,0.0
1053,0.0
1054,1.0
1055,1.0
1056,1.0
1057,0.0
1058,1.0
1059,0.0
1060,0.0
1061,0.0
1062,1.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,1.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,1.0
1073,0.0
1074,0.0
1075,1.0
1076,0.0
1077,1.0
1078,0.0
1079,1.0
1080,0.0
1081,0.0
1082,2.0
1083,0.0
1084,1.0
1085,1.0
1086,2.0
1087,1.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,2.0
1095,0.0
1096,3.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,2.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,1.0
1110,0.0
1111,0.0
1112,0.0
1113,2.0
1114,2.0
1115,0.0
1116,1.0
1117,1.0
1118,1.0
1119,0.0
1120,0.0
1121,0.0
1122,1.0
1123,1.0
1124,1.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,1.0
1130,0.0
1131,0.0
1132,2.0
1133,0.0
1134,1.0
1135,0.0
1136,1.0
1137,0.0
1138,0.0
1139,0.0
1140,1.0
1141,0.0
1142,1.0
1143,0.0
1144,0.0
1145,2.0
1146,1.0
1147,1.0
1148,0.0
1149,0.0
1150,1.0
1151,0.0
1152,0.0
1153,1.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,1.0
1159,2.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,1.0
1168,2.0
1169,0.0
1170,0.0
1171,1.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,1.0
1179,0.0
1180,0.0
1181,1.0
1182,0.0
1183,4.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,1.0
1189,1.0
1190,0.0
1191,2.0
1192,0.0
1193,1.0
1194,0.0
1195,1.0
1196,0.0
1197,1.0
1198,1.0
1199,1.0
1200,2.0
1201,0.0
1202,0.0
1203,0.0
1204,1.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,2.0
1213,0.0
1214,1.0
1215,1.0
1216,1.0
1217,1.0
1218,0.0
1219,1.0
1220,1.0
1221,0.0
1222,0.0
1223,0.0
1224,1.0
1225,0.0
1226,0.0
1227,0.0
1228,1.0
1229,1.0
1230,1.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,2.0
1237,0.0
1238,1.0
1239,0.0
1240,0.0
1241,1.0
1242,1.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,1.0
1248,1.0
1249,0.0
1250,1.0
1251,1.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,2.0
1259,1.0
1260,0.0
1261,0.0
1262,1.0
1263,2.0
1264,0.0
1265,0.0
1266,0.0
1267,2.0
1268,1.0
1269,0.0
1270,0.0
1271,1.0
1272,0.0
1273,1.0
1274,0.0
1275,0.0
1276,2.0
1277,0.0
1278,0.0
1279,0.0
1280,2.0
1281,0.0
1282,2.0
1283,0.0
1284,0.0
1285,1.0
1286,1.0
1287,0.0
1288,0.0
1289,0.0
1290,3.0
1291,1.0
1292,0.0
1293,0.0
1294,1.0
1295,1.0
1296,0.0
1297,0.0
1298,1.0
1299,2.0
1300,1.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,1.0
1306,1.0
1307,2.0
1308,0.0
1309,0.0
1310,0.0
1311,2.0
1312,1.0
1313,1.0
1314,0.0
1315,0.0
1316,0.0
1317,1.0
1318,0.0
1319,0.0
1320,1.0
1321,0.0
1322,1.0
1323,1.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,1.0
1330,0.0
1331,0.0
1332,1.0
1333,0.0
1334,0.0
1335,2.0
1336,0.0
1337,0.0
1338,0.0
1339,3.0
1340,0.0
1341,0.0
1342,0.0
1343,1.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,1.0
1352,0.0
1353,0.0
1354,1.0
1355,0.0
1356,1.0
1357,1.0
1358,2.0
1359,1.0
1360,0.0
1361,1.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,1.0
1368,1.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,1.0
1374,2.0
1375,0.0
1376,0.0
1377,1.0
1378,0.0
1379,0.0
1380,2.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,1.0
1386,1.0
1387,2.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,1.0
1397,2.0
1398,1.0
1399,1.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,1.0
1406,1.0
1407,1.0
1408,1.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,1.0
1420,0.0
1421,0.0
1422,2.0
1423,1.0
1424,0.0
1425,0.0
1426,2.0
1427,0.0
1428,0.0
1429,1.0
1430,1.0
1431,1.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,1.0
1440,2.0
1441,0.0
1442,0.0
1443,1.0
1444,2.0
1445,0.0
1446,0.0
1447,0.0
1448,1.0
1449,0.0
1450,0.0
1451,1.0
1452,2.0
1453,0.0
1454,0.0
1455,1.0
1456,1.0
1457,3.0
1458,0.0
1459,0.0
1460,1.0
1461,1.0
1462,1.0
1463,0.0
1464,1.0
1465,0.0
1466,0.0
1467,0.0
1468,1.0
1469,1.0
1470,1.0
1471,3.0
1472,0.0
1473,1.0
1474,1.0
1475,0.0
1476,0.0
1477,3.0
1478,0.0
1479,1.0
1480,0.0
1481,0.0
1482,1.0
1483,0.0
1484,0.0
1485,1.0
1486,0.0
1487,3.0
1488,0.0
1489,0.0
1490,0.0
1491,1.0
1492,0.0
1493,1.0
1494,0.0
1495,1.0
1496,0.0
1497,0.0
1498,1.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,2.0
1504,1.0
1505,0.0
1506,3.0
1507,0.0
1508,1.0
1509,0.0
1510,0.0
1511,0.0
1512,1.0
1513,1.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,1.0
1523,0.0
1524,0.0
1525,0.0
1526,1.0
1527,2.0
1528,2.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,1.0
1539,0.0
1540,0.0
1541,2.0
1542,0.0
1543,0.0
1544,1.0
1545,2.0
1546,0.0
1547,1.0
1548,0.0
1549,0.0
1550,0.0
1551,1.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,1.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,2.0
1570,0.0
1571,2.0
1572,0.0
1573,1.0
1574,1.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,1.0
1581,1.0
1582,1.0
1583,1.0
1584,1.0
1585,1.0
1586,1.0
1587,2.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,1.0
1595,2.0
1596,2.0
1597,1.0
1598,1.0
1599,2.0
1600,0.0
1601,2.0
1602,1.0
1603,0.0
1604,0.0
1605,1.0
1606,0.0
1607,0.0
1608,0.0
1609,2.0
1610,1.0
1611,2.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,1.0
1618,0.0
1619,0.0
1620,0.0
1621,1.0
1622,0.0
1623,1.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,1.0
1629,0.0
1630,2.0
1631,1.0
1632,0.0
1633,0.0
1634,1.0
1635,4.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,1.0
1641,2.0
1642,1.0
1643,2.0
1644,3.0
1645,1.0
1646,2.0
1647,0.0
1648,0.0
1649,1.0
1650,0.0
1651,0.0
1652,1.0
1653,1.0
1654,0.0
1655,1.0
1656,2.0
1657,0.0
1658,0.0
1659,0.0
1660,1.0
1661,1.0
1662,0.0
1663,1.0
1664,0.0
1665,1.0
1666,0.0
1667,1.0
1668,2.0
1669,1.0
1670,0.0
1671,0.0
1672,0.0
1673,2.0
1674,1.0
1675,2.0
1676,1.0
1677,0.0
1678,0.0
1679,1.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,1.0
1685,0.0
1686,2.0
1687,0.0
1688,0.0
1689,1.0
1690,2.0
1691,0.0
1692,0.0
1693,1.0
1694,2.0
1695,1.0
1696,0.0
1697,0.0
1698,0.0
1699,1.0
1700,0.0
1701,1.0
1702,2.0
1703,0.0
1704,0.0
1705,1.0
1706,1.0
1707,0.0
1708,2.0
1709,0.0
1710,1.0
1711,0.0
1712,1.0
1713,1.0
1714,0.0
1715,1.0
1716,1.0
1717,1.0
1718,0.0
1719,2.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,1.0
1725,0.0
1726,0.0
1727,0.0
1728,2.0
1729,0.0
1730,0.0
1731,0.0
1732,1.0
1733,2.0
1734,0.0
1735,0.0
1736,1.0
1737,0.0
1738,0.0
1739,0.0
1740,1.0
1741,2.0
1742,2.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,4.0
1748,2.0
1749,1.0
1750,0.0
1751,1.0
1752,0.0
1753,0.0
1754,0.0
1755,2.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,2.0
1762,2.0
1763,1.0
1764,1.0
1765,0.0
1766,0.0
1767,1.0
1768,2.0
1769,1.0
1770,0.0
1771,0.0
1772,0.0
1773,1.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,2.0
1781,0.0
1782,2.0
1783,1.0
1784,0.0
1785,0.0
1786,1.0
1787,2.0
1788,1.0
1789,0.0
1790,1.0
1791,0.0
1792,2.0
1793,0.0
1794,1.0
1795,1.0
1796,0.0
1797,1.0
1798,0.0
1799,1.0
1800,0.0
1801,3.0
1802,0.0
1803,0.0
1804,2.0
1805,0.0
1806,0.0
1807,1.0
1808,0.0
1809,0.0
1810,1.0
1811,1.0
1812,1.0
1813,0.0
1814,0.0
1815,2.0
1816,1.0
1817,0.0
1818,1.0
1819,0.0
1820,1.0
1821,1.0
1822,0.0
1823,2.0
1824,0.0
1825,0.0
1826,0.0
1827,1.0
1828,1.0
1829,1.0
1830,1.0
1831,1.0
1832,0.0
1833,0.0
1834,0.0
1835,1.0
1836,1.0
1837,0.0
1838,0.0
1839,1.0
1840,1.0
1841,0.0
1842,1.0
1843,1.0
1844,0.0
1845,0.0
1846,0.0
1847,1.0
1848,0.0
1849,0.0
1850,1.0
1851,0.0
1852,0.0
1853,0.0
1854,1.0
1855,0.0
1856,0.0
1857,0.0
1858,1.0
1859,0.0
1860,2.0
1861,1.0
1862,1.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,1.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,1.0
1874,1.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,1.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,1.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,1.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,1.0
1896,1.0
1897,0.0
1898,0.0
1899,0.0
1900,1.0
1901,2.0
1902,1.0
1903,0.0
1904,0.0
1905,1.0
1906,1.0
1907,0.0
1908,1.0
1909,0.0
1910,0.0
1911,2.0
1912,1.0
1913,2.0
1914,0.0
1915,1.0
1916,0.0
1917,0.0
1918,1.0
1919,2.0
1920,1.0
1921,1.0
1922,1.0
1923,0.0
1924,1.0
1925,1.0
1926,0.0
1927,1.0
1928,0.0
1929,0.0
1930,1.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,1.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,1.0
1943,1.0
1944,1.0
1945,1.0
1946,1.0
1947,0.0
1948,0.0
1949,1.0
1950,0.0
1951,0.0
1952,0.0
1953,1.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,1.0
1959,0.0
1960,0.0
1961,2.0
1962,0.0
1963,0.0
1964,2.0
1965,0.0
1966,3.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,1.0
1973,0.0
1974,0.0
1975,1.0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,2.0
1981,0.0
1982,0.0
1983,1.0
1984,0.0
1985,2.0
1986,0.0
1987,0.0
1988,1.0
1989,0.0
1990,3.0
1991,0.0
1992,2.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,1.0
1998,0.0
1999,0.0
2000,1.0
2001,1.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,2.0
2009,0.0
2010,0.0
2011,1.0
2012,1.0
2013,0.0
2014,0.0
2015,1.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,1.0
2023,1.0
2024,0.0
2025,0.0
2026,0.0
2027,1.0
2028,0.0
2029,1.0
2030,0.0
2031,1.0
2032,0.0
2033,1.0
2034,3.0
2035,0.0
2036,0.0
2037,0.0
2038,1.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,1.0
2046,0.0
2047,2.0
2048,1.0
2049,0.0
2050,0.0
2051,0.0
2052,1.0
2053,0.0
2054,1.0
2055,0.0
2056,2.0
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,1.0
2067,1.0
2068,1.0
2069,0.0
2070,0.0
2071,0.0
2072,0.0
2073,2.0
2074,1.0
2075,0.0
2076,0.0
2077,0.0
2078,3.0
2079,0.0
2080,1.0
2081,0.0
2082,0.0
2083,0.0
2084,1.0
2085,0.0
2086,1.0
2087,0.0
2088,0.0
2089,0.0
2090,2.0
2091,0.0
2092,0.0
2093,0.0
2094,0.0
2095,0.0
2096,0.0
2097,1.0
2098,0.0
2099,1.0
2100,2.0
2101,0.0
2102,1.0
2103,1.0
2104,0.0
2105,0.0
2106,3.0
2107,0.0
2108,0.0
2109,1.0
2110,0.0
2111,1.0
2112,0.0
2113,0.0
2114,1.0
2115,1.0
2116,0.0
2117,0.0
2118,1.0
2119,3.0
2120,2.0
2121,1.0
2122,0.0
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,0.0
2129,0.0
2130,0.0
2131,1.0
2132,2.0
2133,1.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,3.0
2139,1.0
2140,0.0
